-1.570796326794896545e-04,-1.570796320335255509e-04,5.052873293154767076e-01
3.298672286269282907e-03,3.298666303999030821e-03,1.992526128631384230e+00
6.754424205218056282e-03,6.754372846667710574e-03,1.908278994527843331e-01
1.021017612416682922e-02,1.020999872720121555e-02,1.120846056274817260e+00
1.366592804311560043e-02,1.366550267779152901e-02,1.017638828047754407e+00
1.712167996206437337e-02,1.712084343208675544e-02,5.713241969594884395e-01
2.057743188101314805e-02,2.057597972568392039e-02,5.157942071070884538e-01
2.403318379996192272e-02,2.403087029662175425e-02,1.224087468778559007e+00
2.748893571891069046e-02,2.748547388587345777e-02,1.865531616831943129e+00
3.094468763785945820e-02,3.093974923783944161e-02,7.172856507831812944e-01
3.440043955680822940e-02,3.439365510083999128e-02,1.365195319142686659e+00
3.785619147575700755e-02,3.784715022760790776e-02,1.758133476227321301e+00
4.131194339470577875e-02,4.130019337578106492e-02,1.219703337706640411e+00
4.476769531365454996e-02,4.475274330839499465e-02,4.543467956258973039e-02
4.822344723260332811e-02,4.820475879437530198e-02,1.911712753539671406e+00
5.167919915155209931e-02,5.165619860903004207e-02,1.001774076322923479e+00
5.513495107050087052e-02,5.510702153454209024e-02,1.995662938844062539e+00
5.859070298944964866e-02,5.855718636046133851e-02,1.317879755690843258e+00
6.204645490839841987e-02,6.200665188419680202e-02,6.226509254879117883e-01
6.550220682734719801e-02,6.545537691150876691e-02,1.268571969513211606e+00
6.895795874629595534e-02,6.890332025700061924e-02,1.244427411523044480e+00
7.241371066524474043e-02,7.235044074461083330e-02,1.647007433347825511e+00
7.586946258419351163e-02,7.579669720810454370e-02,1.077178732155716023e+00
7.932521450314228284e-02,7.924204849156528396e-02,1.148657870073449772e+00
8.278096642209105405e-02,8.268645344988644064e-02,1.607629230732041670e-01
8.623671834103983913e-02,8.612987094926261022e-02,1.394288711189512364e+00
8.969247025998859646e-02,8.957225986768078962e-02,1.244675909171343742e+00
9.314822217893736767e-02,9.301357909541156654e-02,1.117302465035709735e+00
9.660397409788615275e-02,9.645378753549999074e-02,1.733121086670977196e+00
1.000597260168349101e-01,9.989284410425627869e-02,1.351384932360865099e+00
1.035154779357836952e-01,1.033307077317466988e-01,1.117100320039896566e+00
1.069712298547324664e-01,1.067673373622837346e-01,1.008245231979248313e+00
1.104269817736812515e-01,1.102026919549165818e-01,1.153121533773707297e+00
1.138827336926300227e-01,1.136367304839211584e-01,1.004115418130548942e+00
1.173384856115788077e-01,1.170694119392901855e-01,8.684814290039850615e-01
1.207942375305275512e-01,1.205006953272226844e-01,1.904581141746675588e+00
1.242499894494763363e-01,1.239305396706139040e-01,9.106134515743282698e-01
1.277057413684251075e-01,1.273589040095442770e-01,6.546406933380835014e-01
1.311614932873738648e-01,1.307857474017688204e-01,1.297164390741318840e+00
1.346172452063226499e-01,1.342110289232060771e-01,1.268349956404490886e+00
1.380729971252714350e-01,1.376347076684266979e-01,1.886860932792062684e+00
1.415287490442201923e-01,1.410567427511419947e-01,2.585169052508495824e-03
1.449845009631689774e-01,1.444770933046924111e-01,5.327996195026627468e-01
1.484402528821177625e-01,1.478957184825351878e-01,1.351605325895882226e+00
1.518960048010665198e-01,1.513125774587324446e-01,5.382181092306859149e-01
1.553517567200152771e-01,1.547276294284387343e-01,5.384198190845150833e-01
1.588075086389640622e-01,1.581408336083881261e-01,1.625361271347551817e-01
1.622632605579128473e-01,1.615521492373814816e-01,1.681456204558165801e+00
1.657190124768616324e-01,1.649615355767730385e-01,1.121755338692469461e+00
1.691747643958103897e-01,1.683689519109570765e-01,1.042124532342474375e+00
1.726305163147591748e-01,1.717743575478541396e-01,1.897878892770803905e+00
1.760862682337079321e-01,1.751777118193968141e-01,1.848293714856215075e+00
1.795420201526567172e-01,1.785789740820156457e-01,1.431999602213227529e-01
1.829977720716054745e-01,1.819781037171242510e-01,6.320327702243428991e-01
1.864535239905542596e-01,1.853750601316047075e-01,1.356073626775692320e+00
1.899092759095030447e-01,1.887698027582919991e-01,1.856747333055458249e+00
1.933650278284518020e-01,1.921622910564586839e-01,1.639488069529217995e+00
1.968207797474005594e-01,1.955524845122989519e-01,1.892535018772792066e+00
2.002765316663493445e-01,1.989403426394125984e-01,1.870983982306748450e+00
2.037322835852981295e-01,2.023258249792882491e-01,6.260242793938839423e-01
2.071880355042468591e-01,2.057088911017866950e-01,1.223502327608993134e+00
2.106437874231956719e-01,2.090895006056239236e-01,1.984293790601798779e-01
2.140995393421444293e-01,2.124676131188530104e-01,3.917687846192345891e-01
2.175552912610932421e-01,2.158431882993469275e-01,8.562068265665956357e-01
2.210110431800419717e-01,2.192161858352797699e-01,1.007965838715217499e+00
2.244667950989907290e-01,2.225865654456086473e-01,1.886400400202550509e+00
2.279225470179395419e-01,2.259542868805543558e-01,7.246485974692957743e-01
2.313782989368882714e-01,2.293193099220820486e-01,1.763464395640521598e-01
2.348340508558370843e-01,2.326815943843819345e-01,4.518190365305394529e-01
2.382898027747858416e-01,2.360411001143487009e-01,8.223991912706642982e-01
2.417455546937345989e-01,2.393977869920612678e-01,2.031602128156957399e-01
2.452013066126833840e-01,2.427516149312620164e-01,1.263376479181666845e+00
2.486570585316321413e-01,2.461025438798351839e-01,7.939623575950685019e-01
2.521128104505809264e-01,2.494505338202854805e-01,1.712334354443793893e+00
2.555685623695296838e-01,2.527955447702158187e-01,1.556734558132159663e+00
2.590243142884784966e-01,2.561375367828048755e-01,1.152338471551814791e-01
2.624800662074272539e-01,2.594764699472840719e-01,2.951989684898683741e-01
2.659358181263759557e-01,2.628123043894141642e-01,1.277152972080425775e+00
2.693915700453247686e-01,2.661450002719618069e-01,1.913767214097424896e+00
2.728473219642735259e-01,2.694745177951745063e-01,7.613445006554058203e-01
2.763030738832223387e-01,2.728008171972569063e-01,1.594074403946082130e+00
2.797588258021710961e-01,2.761238587548447421e-01,1.431198207812181433e+00
2.832145777211199089e-01,2.794436027834797942e-01,1.579644069640991244e+00
2.866703296400686662e-01,2.827600096380835093e-01,1.145276848433063321e-01
2.901260815590173681e-01,2.860730397134306213e-01,1.115581602269772654e+00
2.935818334779661809e-01,2.893826534446223286e-01,1.822362466336068909e+00
2.970375853969149382e-01,2.926888113075580278e-01,1.817514371051955013e+00
3.004933373158637511e-01,2.959914738194082684e-01,9.052173898708921751e-01
3.039490892348125084e-01,2.992906015390854324e-01,4.592789345013188473e-01
3.074048411537613212e-01,3.025861550677154677e-01,1.511813073331523150e+00
3.108605930727100786e-01,3.058780950491078454e-01,1.662436806836984582e+00
3.143163449916588359e-01,3.091663821702257953e-01,4.321219019769144687e-01
3.177720969106075932e-01,3.124509771616559295e-01,1.278706166424408597e+00
3.212278488295563506e-01,3.157318407980768682e-01,1.939768058714539389e+00
3.246836007485051634e-01,3.190089338987279755e-01,4.445261021033370952e-01
3.281393526674539207e-01,3.222822173278769853e-01,6.624748383897800519e-01
3.315951045864027336e-01,3.255516519952877386e-01,1.200875015444330174e+00
3.350508565053514909e-01,3.288171988566865322e-01,1.667834552271889148e+00
3.385066084243002482e-01,3.320788189142289681e-01,1.604841137211109547e+00
3.419623603432490055e-01,3.353364732169651363e-01,1.003094669322322385e+00
3.454181122621977629e-01,3.385901228613050762e-01,1.065396744176262622e+00
3.488738641811465757e-01,3.418397289914832937e-01,2.009288685112340378e-01
3.523296161000953330e-01,3.450852528000227792e-01,1.793563820107548779e+00
3.557853680190441459e-01,3.483266555281984700e-01,2.599126696560085659e-01
3.592411199379929032e-01,3.515638984665000466e-01,1.448690082866672002e+00
3.626968718569416605e-01,3.547969429550944520e-01,7.805075810917612156e-01
3.661526237758904734e-01,3.580257503842871891e-01,6.202690216051687244e-03
3.696083756948391752e-01,3.612502821949836185e-01,1.825795395105229701e+00
3.730641276137879880e-01,3.644704998791497008e-01,4.203804104313968448e-01
3.765198795327367454e-01,3.676863649802712408e-01,1.221098291227003640e+00
3.799756314516855582e-01,3.708978390938137970e-01,9.499802522470419675e-01
3.834313833706343155e-01,3.741048838676808153e-01,5.140746367060566868e-02
3.868871352895830729e-01,3.773074610026718734e-01,2.083607621661309750e-02
3.903428872085318857e-01,3.805055322529402040e-01,1.267874943225689499e+00
3.937986391274805875e-01,3.836990594264489962e-01,7.585761056555166970e-01
3.972543910464294004e-01,3.868880043854280304e-01,9.069648505750225187e-01
4.007101429653781577e-01,3.900723290468285920e-01,1.580494742789819496e+00
4.041658948843269150e-01,3.932519953827786630e-01,1.903630330861869613e+00
4.076216468032756723e-01,3.964269654210369476e-01,6.817518687299799485e-01
4.110773987222244297e-01,3.995972012454462874e-01,1.510855410664187159e+00
4.145331506411731870e-01,4.027626649963865213e-01,2.939174956112082793e-01
4.179889025601220554e-01,4.059233188712265683e-01,1.475622815112189956e+00
4.214446544790707572e-01,4.090791251247756777e-01,1.680028436328972807e+00
4.249004063980195145e-01,4.122300460697347901e-01,2.141904631328976905e-01
4.283561583169682718e-01,4.153760440771460671e-01,8.226160128704735897e-01
4.318119102359170292e-01,4.185170815768423647e-01,1.651788997147480842e+00
4.352676621548658975e-01,4.216531210578960964e-01,1.759707259841851945e+00
4.387234140738146548e-01,4.247841250690667647e-01,9.237019339414487273e-01
4.421791659927634122e-01,4.279100562192488244e-01,6.527215486553836765e-01
4.456349179117121140e-01,4.310308771779177150e-01,1.795978057698514485e+00
4.490906698306608713e-01,4.341465506755760595e-01,9.599062669658835478e-01
4.525464217496097397e-01,4.372570395041983637e-01,4.923398105458609564e-04
4.560021736685584970e-01,4.403623065176754947e-01,1.069181174761943298e+00
4.594579255875072543e-01,4.434623146322584364e-01,1.221809042170523441e+00
4.629136775064560116e-01,4.465570268270009913e-01,1.435780544483934662e+00
4.663694294254047690e-01,4.496464061442019822e-01,3.196465707548277191e-01
4.698251813443535818e-01,4.527304156898466769e-01,2.421471293601971109e-01
4.732809332633023391e-01,4.558090186340470473e-01,9.087230998773030421e-01
4.767366851822510965e-01,4.588821782114819170e-01,8.151491004661537421e-01
4.801924371011998538e-01,4.619498577218360547e-01,1.775591977094296503e+00
4.836481890201486111e-01,4.650120205302382681e-01,8.136571727878663118e-01
4.871039409390974795e-01,4.680686300676989431e-01,2.622197926056450967e-01
4.905596928580462368e-01,4.711196498315466941e-01,1.796293953607160043e+00
4.940154447769949941e-01,4.741650433858645708e-01,5.046063437161756315e-01
4.974711966959436960e-01,4.772047743619248772e-01,9.208343830938923169e-01
