-3.858065197667635837e-02,-2.647177378339928000e-02
-3.852649401971879745e-02,-2.810044500957726080e-02
-3.847884827699522836e-02,-2.867554458814947083e-02
-3.888031545914454046e-02,3.082911233027156930e-02
-3.864698738976687226e-02,6.588022778263805633e-03
-3.845692686034163366e-02,-1.303145622728031812e-02
-3.878825939464114470e-02,3.616228951347320864e-02
-3.836465087531166357e-02,-1.378072575170163905e-02
-3.841982482005329436e-02,9.548475326702652243e-05
-3.828798307883177210e-02,-1.216759168110564428e-02
-3.823418253710624687e-02,-1.369912515356090654e-02
-3.808669520185269802e-02,-2.877065830501123953e-02
-3.814248649137234187e-02,-1.444483208692123009e-02
-3.844004627242891131e-02,3.023603364483691894e-02
-3.803586527759145880e-02,-1.717424969900224058e-02
-3.810642466119799204e-02,-8.886775767843229290e-04
-3.813182591696029355e-02,7.904833385208061627e-03
-3.821176789346290154e-02,2.357437221558494889e-02
-3.786192352220370261e-02,-1.702587411701999426e-02
-3.822661687327963409e-02,3.668655288251532198e-02
-3.763716530628281876e-02,-3.695488824079860846e-02
-3.808585392033666389e-02,2.963857941772779156e-02
-3.787389877710056751e-02,8.488631322185866482e-03
-3.767692009740692544e-02,-1.174286200784257529e-02
-3.757596766972141206e-02,-2.043016448893040377e-02
-3.763747041413107591e-02,-4.910187476994112496e-03
-3.753111118758176157e-02,-1.410536142640949134e-02
-3.782499600141357027e-02,2.979680922034729298e-02
-3.784006624929720647e-02,3.744979369680577486e-02
-3.752225382211364646e-02,2.952169247940342883e-03
-3.774258488187082899e-02,3.618699314376017107e-02
-3.732389742475222122e-02,-1.213845572523365376e-02
-3.734069394831313060e-02,-3.511216670990391885e-03
-3.728157192285034421e-02,-5.635065761918463083e-03
-3.744564833656079811e-02,2.094139806164936959e-02
-3.702220188800706829e-02,-3.150718738532881646e-02
-3.718017583482757793e-02,-1.570538474496450390e-03
-3.725849402202170702e-02,1.412705250735156633e-02
-3.702816402248366306e-02,-1.056872982389619325e-02
-3.685504187617707345e-02,-3.053885152017443358e-02
-3.724611776299441984e-02,2.845604308553507239e-02
-3.693577326987417669e-02,-4.937373696829889906e-03
-3.682086656566498084e-02,-1.537988939886478917e-02
-3.713158059197736727e-02,3.046236611701267499e-02
-3.700410494769549447e-02,2.046338548390898293e-02
-3.691619401892488189e-02,1.510562864662362559e-02
-3.650843743090383120e-02,-3.665287226118622149e-02
-3.656037932758897380e-02,-2.208270604546579488e-02
-3.649257233225449565e-02,-2.586691957888805765e-02
-3.651691328125419855e-02,-1.494323425081473672e-02
-3.671009686366420721e-02,1.655982826342444411e-02
-3.657411402230120734e-02,5.111279640492670875e-03
-3.662624395064050659e-02,1.715050042453305709e-02
-3.668534635455715509e-02,2.921805811440150030e-02
-3.634113381553095296e-02,-8.430141822894804751e-03
-3.656618605600833738e-02,2.556492208238270170e-02
-3.640886736640823462e-02,1.192789775827199014e-02
-3.655905254656705017e-02,3.507109598024334834e-02
-3.628949183270884643e-02,7.930823136424014486e-03
-3.612801169294287129e-02,-7.679354585703673276e-03
-3.612819928872736813e-02,-1.798195354473043628e-03
-3.607317098097020253e-02,-3.350206759571156510e-03
-3.633416523148768479e-02,3.413571268752144117e-02
-3.613068309454597893e-02,1.526078621661203401e-02
-3.596509770266047984e-02,-1.849395790978609314e-04
-3.617259399949502435e-02,3.049025241469507930e-02
-3.565869182068649029e-02,-3.403927213273736513e-02
-3.599577753520298573e-02,1.998663823013037757e-02
-3.557526354109948746e-02,-3.348151383417007076e-02
-3.585129916557774216e-02,1.317875064339761766e-02
-3.579384232202834082e-02,1.139109734755504311e-02
